,Unnamed: 0,company,location,dates,job-title,summary,pros,cons,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,career-opportunities-stars,comp-benefit-stars,senior-management-stars,helpful-count,role,is_current_employee,year,month,quarter,earnings_this_quarter,stock_price,incomplete_review
4187,4188,google,none," Jul 14, 2013",Current Employee - Anonymous Employee,"Long hours, great perks, great people","Great people, great perks. The work is interesting, and there can be a great 'if it is broke, go fix it' atmosphere.","Long hours, I work with a team overseas - and so my days can sometimes go from 5AM to 6-7, maybe 8 PM. It takes a long time to be promoted, due to having great people around you.",none,4.0,3.0,4.0,4.0,4.0,4.0,2,Anonymous Employee,1,2013,Jul,3,13.754000000000001,435.12,0
4188,4189,google,"Mountain View, CA"," Jul 10, 2013",Former Employee - Anonymous Employee,Get ready to compete!,"Great perks (food, trips, holiday gifts, etc), variety of interesting work, get to work with really smart people, chance to dogfood really cool stuff.","Those really smart people are also really competitive and because the perf process is only about personal impact, it discourages teamwork and real collaboration.",none,4.0,3.0,3.0,4.0,4.0,4.0,3,Anonymous Employee,0,2013,Jul,3,13.754000000000001,435.12,0
4189,4190,google,"Mountain View, CA"," Jul 16, 2013",Current Employee - Software Engineer,Engineering,- Benefits - Great people - Exposed to awesome ideas,- Overworked - Management can be a nightmare to work with,Listen to employees and offer support to grow.,3.0,3.0,3.0,3.0,5.0,2.0,1,Software Engineer,1,2013,Jul,3,13.754000000000001,435.12,0
4190,4191,google,"Mountain View, CA"," Jun 24, 2013",Current Employee - Administrative Assistant III,Google cares deeply about its employees,"* work with brilliant, motivated, caring people * excellent perks: free food, massages, flexible work schedule, wifi supported commute * extremely fast paced: room for creative problem solving, new challenges","* extremely fast paced: be prepared to keep up and not be discouraged by the amount of knowledge you're expected to absorb * too many interesting things going on: can't attend all the classes, author visits, celebrity interviews, etc. -- need to have excellent time management",none,5.0,4.0,5.0,5.0,5.0,4.0,3,Administrative Assistant III,1,2013,Jun,2,13.107000000000001,441.01,0
4191,4192,google,"Mountain View, CA"," Jun 20, 2013",Former Employee - Executive Assistant,Awesome place to work. Very creative. Great perks.,The ability to bring fresh ideas to the table. It's a very creative environment and employees are given broad leeway to implement new things.,The hours - typically 16 hour days - are too much even though the environment is great. That's the only drawback I ever saw at Google.,Just remember the employees on the bottom rung of the ladder. We contribute as well.,5.0,1.0,4.0,5.0,5.0,3.0,3,Executive Assistant,0,2013,Jun,2,13.107000000000001,441.01,0
4192,4193,google,none," Jun 25, 2013",Current Employee - Anonymous Employee,It really is the best place to work,Career development is always top of mind for managers at Google. I love that we can work on a variety of projects.,"Time is always a battle here, there are 19 priority projects that all need to get done in parallel, so you often feel like you're always busy. The feeling is great because you get a sense that you're working on big projects with large impact, but whew, you get tired sometimes.",none,5.0,3.0,3.0,3.0,3.0,3.0,2,Anonymous Employee,1,2013,Jun,2,13.107000000000001,441.01,1
4193,4194,google,"Mountain View, CA"," Jul 14, 2013",Current Employee - Software Engineer,It is amazing,its a wonderful place to work and the staff is amazing. I have learned so much from working here and can't wait to presume my career in the software engineering field.,its a compacted place to work and the staff is amazing. I have learned so much from working here and can't wait to presume my career in the software engineering field.,its a wonderful place to work and the staff is amazing. I have learned so much from working here and can't wait to presume my career in the software engineering field.,5.0,3.0,4.0,5.0,5.0,4.0,0,Software Engineer,1,2013,Jul,3,13.754000000000001,435.12,0
4194,4195,google,"Mountain View, CA"," Jul 8, 2013",Current Employee - Account Strategist,Great company | Great people | Great expectations,"Incredible perks, enormously intelligent and motivated people, lots of freedom to do as you want, competent to great managers","Very high expectations and a commute from the city to the suburbs means work/life balance takes a hit. Self-direction is also highly prized, which is reflected in both the flatter structure of the company and the management style of several direct supervisors I've had--perhaps a pro and a con?",Please expand the SF office.,4.0,3.0,5.0,3.0,4.0,4.0,1,Account Strategist,1,2013,Jul,3,13.754000000000001,435.12,0
4195,4196,google,"Mountain View, CA"," Jun 23, 2013",Current Employee - Software Engineer,Great place to work,"Tons of smart people. Arguably the most interesting problems in computer science are being tackled on a daily basis -- certainly at an unparalleled scale. Different product areas have different cultures, so it's hard to generalize about the company as a whole, but I don't think any other company offers as good a combination of interesting projects, great benefits and compensation, smart co-workers, and good culture. It is worth noting that your experience can vary a lot depending on your product area and manager.","Company has gone a bit overboard in adding multiple levels of management in recent years, and organization feels more top-down than in the past, but neither aspect is too severe. Be prepared for a long commute if you want to live anywhere affordable or interesting. There is an astonishing lack of diversity in political viewpoints, if your heroes are not Barack Obama, Nancy Pelosi, and Paul Krugman, then don't even think about engaging in a political discussion with your peers (in person or on any internal mailing lists).",Break down the silos among different projects and different product areas.,5.0,5.0,5.0,4.0,5.0,5.0,1,Software Engineer,1,2013,Jun,2,13.107000000000001,441.01,0
4196,4197,google,none," Jul 9, 2013",Former Employee - Anonymous Employee,it was good.,"fun experience, it was a blast, golden, a lot of work. work hard, play harder.","Needs help with upper management. notice the little fish. big ideas, etc. corporate.",none,3.0,3.0,3.0,3.0,3.0,3.0,1,Anonymous Employee,0,2013,Jul,3,13.754000000000001,435.12,1
4197,4198,google,"New York, NY"," Jun 24, 2013",Current Employee - Administrative Assistant,Great company,Everyone is friendly and the company is moving in an innovative direction,Sometimes hard to get to know fellow coworkers outside of your team because it's such a large company,none,5.0,3.0,5.0,4.0,5.0,4.0,1,Administrative Assistant,1,2013,Jun,2,13.107000000000001,441.01,0
4198,4199,google,"Mountain View, CA"," Jun 19, 2013",Current Employee - Senior Product Manager,It's tough to be a senior product managers,"all of the best reasons center around the perks (campus, food, gym, on site haircuts, on site medical doctor, etc.)","Product Managers are rated SOLELY on product launches so if your Eng team can't or won't deliver, you're in trouble. Doesn't matter if your product is good/bad, just launches count. Extremely competitive and cut throat environment.","Revise your performance review process, PLEASE! Promote and encourage product managers to care about the overall customer satisfaction and quality of their products, not just raw quantity!",4.0,3.0,1.0,2.0,4.0,4.0,7,Senior Product Manager,1,2013,Jun,2,13.107000000000001,441.01,0
4199,4200,google,"New York, NY"," Jun 19, 2013",Current Employee - User Interface Designer,THE BEST !,"Co-workers are super awesome and friendly, Free meals , High salary",Overtime..overtime..overtime..and overtime. Frequently work on the weekends,none,5.0,3.0,5.0,5.0,5.0,4.0,1,User Interface Designer,1,2013,Jun,2,13.107000000000001,441.01,0
4200,4201,google,none," Jul 9, 2013",Former Employee - Anonymous Employee,"awesome, but too much high anxiety",they give much to employees (and contractors/temps),they expect much from employees (and contractors/temps),data must be balanced with intuition & compassion,4.0,2.0,5.0,2.0,5.0,3.0,0,Anonymous Employee,0,2013,Jul,3,13.754000000000001,435.12,0
4201,4202,google,none," Jun 17, 2013",Current Employee - Program Manager II,Good place to work if you're willing to work very hard,Never boring. Constantly changing. Pay for performance.,Hard to maintain work/life balance.,none,5.0,3.0,4.0,4.0,4.0,3.0,1,Program Manager II,1,2013,Jun,2,13.107000000000001,441.01,0
4202,4203,google,"Portland, OR"," Jul 3, 2013",Former Employee - Developer Programs Engineer,Experience of a lifetime!,"lots of opportunities to grow, great benefits, awesome free food/drinks :)",Can be confusing/overwhelming for new hires.,None,4.0,5.0,5.0,5.0,5.0,5.0,0,Developer Programs Engineer,0,2013,Jul,3,13.754000000000001,435.12,0
4203,4204,google,"Mountain View, CA"," Jun 16, 2013",Current Employee - Product Manager,"Good company, intelligent peers, and nearly unlimited ambitious and interesting projects to move between.","Excellent work environment, great perks, great people, changing society and technology, very innovative, trusting workplace. If you get bored with a project, the company has a million other cool and exciting things you can work on instead.","It's a large company, so there is some (fairly minor) bureaucracy. Otherwise no major concerns or qualms with the company.",Keep doing what you're doing. Excellent job.,5.0,4.0,5.0,5.0,5.0,5.0,0,Product Manager,1,2013,Jun,2,13.107000000000001,441.01,0
4204,4205,google,"Mountain View, CA"," Jul 9, 2013",Current Employee - Senior Manager,Not as good inside as it looks outside,"Free food, great hardware, cool campus, amazing benefits",Unless you are a SWE you should not work at Google. Lots of red tape and a complete lack of regard for dogfooder feedback,"Google promotes the wrong people over and over, while the good managers are not rewarded. very sad.",1.0,1.0,4.0,1.0,5.0,1.0,15,Senior Manager,1,2013,Jul,3,13.754000000000001,435.12,0
